Nome,Season,Age,Squad,Country,Comp,LgRank,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_1,Ast_1,G+A_1,G-PK_1,G+A-PK,Matches
Douglas Santos,2023-2024,29,Zenit,ru RUS,1. Premier League,1st,26,26,"2,219",24.7,3,3,6,3,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
Douglas Santos,2024-2025,30,Zenit,ru RUS,1. Russian Premier League,2nd,30,30,"2,697",30.0,0,3,3,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches
Douglas Santos,2025-2026,31,Zenit,ru RUS,1. Russian Premier League,1st,23,22,"1,919",21.3,1,0,1,1,0,0,3,1,0.05,0.00,0.05,0.05,0.05,Matches
Ederson,2012-2013,18,Rio Ave,pt POR,1. Primeira Liga,6th,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2013-2014,19,Rio Ave,pt POR,1. Primeira Liga,11th,18,17,"1,596",17.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2014-2015,20,Rio Ave,pt POR,1. Primeira Liga,10th,17,17,"1,530",17.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2015-2016,21,Benfica,pt POR,1. Primeira Liga,1st,10,10,890,9.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2016-2017,22,Benfica,pt POR,1. Primeira Liga,1st,27,27,"2,381",26.5,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2017-2018,23,Manchester City,eng ENG,1. Premier League,1st,36,36,"3,194",35.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2018-2019,24,Manchester City,eng ENG,1. Premier League,1st,38,38,"3,420",38.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
Ederson,2019-2020,25,Manchester City,eng ENG,1. Premier League,2nd,35,35,"3,071",34.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2020-2021,26,Manchester City,eng ENG,1. Premier League,1st,36,36,"3,240",36.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
Ederson,2021-2022,27,Manchester City,eng ENG,1. Premier League,1st,37,37,"3,330",37.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2022-2023,28,Manchester City,eng ENG,1. Premier League,1st,35,35,"3,150",35.0,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
Ederson,2023-2024,29,Manchester City,eng ENG,1. Premier League,1st,33,33,"2,785",30.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Ederson,2024-2025,30,Manchester City,eng ENG,1. Premier League,3rd,26,26,"2,320",25.8,0,4,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
Ederson,2025-2026,31,Manchester City,eng ENG,1. Premier League,2nd,0,0,,,,,,,,,,,,,,,,Matches
Ederson,2025-2026,31,Fenerbahçe,tr TUR,1. Süper Lig,2nd,24,24,"2,131",23.7,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
Éderson José,2018,18,Cruzeiro,br BRA,1. Série A,8th,5,2,178,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Éderson José,2019,19,Cruzeiro,br BRA,1. Série A,17th,21,20,"1,645",18.3,2,0,2,2,0,0,4,0,0.11,0.00,0.11,0.11,0.11,Matches
Éderson José,2020,20,Corinthians,br BRA,1. Série A,12th,16,8,709,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Éderson José,2021,21,Fortaleza,br BRA,1. Série A,4th,34,29,"2,623",29.1,1,2,3,1,0,0,6,0,0.03,0.07,0.10,0.03,0.10,Matches
Éderson José,2021-2022,22,Salernitana,it ITA,1. Serie A,17th,15,13,"1,147",12.7,2,1,3,2,0,0,5,0,0.16,0.08,0.24,0.16,0.24,Matches
Éderson José,2022-2023,23,Atalanta,it ITA,1. Serie A,5th,35,25,"2,215",24.6,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
Éderson José,2023-2024,24,Atalanta,it ITA,1. Serie A,4th,36,32,"2,869",31.9,6,1,7,6,0,0,8,0,0.19,0.03,0.22,0.19,0.22,Matches
Éderson José,2024-2025,25,Atalanta,it ITA,1. Serie A,3rd,37,32,"2,881",32.0,4,1,5,4,0,0,5,1,0.12,0.03,0.16,0.12,0.16,Matches
Éderson José,2025-2026,26,Atalanta,it ITA,1. Serie A,7th,30,26,"2,230",24.8,2,1,3,1,1,1,3,0,0.08,0.04,0.12,0.04,0.08,Matches
Endrick,2022,15,Palmeiras,br BRA,1. Série A,1st,7,3,307,3.4,3,0,3,3,0,0,1,0,0.88,0.00,0.88,0.88,0.88,Matches
Endrick,2023,16,Palmeiras,br BRA,1. Série A,1st,31,18,"1,558",17.3,11,0,11,11,0,1,4,0,0.64,0.00,0.64,0.64,0.64,Matches
Endrick,2024,17,Palmeiras,br BRA,1. Série A,2nd,6,6,453,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Endrick,2024-2025,18,Real Madrid,es ESP,1. La Liga,2nd,22,3,363,4.0,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
Endrick,2025-2026,19,Real Madrid,es ESP,1. La Liga,2nd,1,0,12,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
Endrick,2025-2026,19,Lyon,fr FRA,1. Ligue 1,4th,16,14,"1,215",13.5,5,7,12,4,1,1,4,1,0.37,0.52,0.89,0.30,0.81,Matches
Fabinho,2012-2013,18,Real Madrid B,es ESP,2. La Liga 2,8th,30,28,"2,495",27.7,2,1,3,2,0,0,10,0,0.07,0.04,0.11,0.07,0.11,Matches
Fabinho,2012-2013,18,Real Madrid,es ESP,1. La Liga,2nd,1,0,16,0.2,0,1,1,0,0,0,0,0,0.00,5.63,5.63,0.00,5.63,Matches
Fabinho,2013-2014,19,Monaco,fr FRA,1. Ligue 1,2nd,26,21,"1,912",21.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabinho,2014-2015,20,Monaco,fr FRA,1. Ligue 1,3rd,36,35,"3,168",35.2,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
Fabinho,2015-2016,21,Monaco,fr FRA,1. Ligue 1,3rd,34,34,"3,060",34.0,6,4,10,0,6,6,9,0,0.18,0.12,0.29,0.00,0.12,Matches
Fabinho,2016-2017,22,Monaco,fr FRA,1. Ligue 1,1st,37,33,"3,073",34.1,9,1,10,2,7,7,8,0,0.26,0.03,0.29,0.06,0.09,Matches
Fabinho,2017-2018,23,Monaco,fr FRA,1. Ligue 1,2nd,34,34,"3,060",34.0,7,3,10,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,Matches
Fabinho,2018-2019,24,Liverpool,eng ENG,1. Premier League,2nd,28,21,"2,017",22.4,1,2,3,1,0,0,6,0,0.04,0.09,0.13,0.04,0.13,Matches
Fabinho,2019-2020,25,Liverpool,eng ENG,1. Premier League,1st,28,22,"2,079",23.1,2,3,5,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,Matches
Fabinho,2020-2021,26,Liverpool,eng ENG,1. Premier League,3rd,30,28,"2,567",28.5,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabinho,2021-2022,27,Liverpool,eng ENG,1. Premier League,2nd,29,26,"2,314",25.7,5,1,6,3,2,2,7,0,0.19,0.04,0.23,0.12,0.16,Matches
Fabinho,2022-2023,28,Liverpool,eng ENG,1. Premier League,5th,36,31,"2,671",29.7,0,2,2,0,0,0,11,0,0.00,0.07,0.07,0.00,0.07,Matches
Fabinho,2023-2024,29,Al-Ittihad,sa KSA,1. Pro League,5th,19,17,"1,562",17.4,1,1,2,1,0,1,4,1,0.06,0.06,0.12,0.06,0.12,Matches
Fabinho,2024-2025,30,Al-Ittihad,sa KSA,1. Pro League,1st,32,32,"2,865",31.8,2,1,3,2,0,1,8,0,0.06,0.03,0.09,0.06,0.09,Matches
Fabinho,2025-2026,31,Al-Ittihad,sa KSA,1. Pro League,5th,30,30,"2,640",29.3,1,3,4,0,1,1,7,2,0.03,0.10,0.14,0.00,0.10,Matches
Fabricio Bruno,2016,19,Cruzeiro,br BRA,1. Série A,12th,7,4,379,4.2,1,0,1,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,Matches
Fabricio Bruno,2017,20,Chapecoense,br BRA,1. Série A,8th,25,24,"2,165",24.1,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
Fabricio Bruno,2018,21,Chapecoense,br BRA,1. Série A,14th,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabricio Bruno,2019,22,Cruzeiro,br BRA,1. Série A,17th,19,19,"1,710",19.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Fabricio Bruno,2020,23,RB Bragantino,br BRA,1. Série A,10th,14,13,"1,124",12.5,1,0,1,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,Matches
Fabricio Bruno,2021,24,RB Bragantino,br BRA,1. Série A,6th,33,30,"2,775",30.8,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
Fabricio Bruno,2022,25,Flamengo,br BRA,1. Série A,5th,13,13,"1,170",13.0,2,1,3,2,0,0,4,0,0.15,0.08,0.23,0.15,0.23,Matches
Fabricio Bruno,2023,26,Flamengo,br BRA,1. Série A,4th,34,34,"3,060",34.0,0,1,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches
Fabricio Bruno,2024,27,Flamengo,br BRA,1. Série A,3rd,28,26,"2,310",25.7,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
Fabricio Bruno,2025,28,Cruzeiro,br BRA,1. Série A,3rd,33,33,"2,950",32.8,3,0,3,3,0,0,9,1,0.09,0.00,0.09,0.09,0.09,Matches
Fabricio Bruno,2026,29,Cruzeiro,br BRA,1. Série A,13th,15,15,"1,342",14.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Jesus,2015,17,Palmeiras,br BRA,1. Série A,9th,20,12,"1,304",14.5,4,3,7,4,0,0,5,0,0.28,0.21,0.48,0.28,0.48,Matches
Gabriel Jesus,2016,18,Palmeiras,br BRA,1. Série A,1st,27,26,"2,316",25.7,12,6,18,12,0,0,11,0,0.47,0.23,0.70,0.47,0.70,Matches
Gabriel Jesus,2016-2017,19,Manchester City,eng ENG,1. Premier League,3rd,10,8,650,7.2,7,4,11,6,1,1,2,0,0.97,0.55,1.52,0.83,1.38,Matches
Gabriel Jesus,2017-2018,20,Manchester City,eng ENG,1. Premier League,1st,29,19,"1,668",18.5,13,3,16,13,0,2,6,0,0.70,0.16,0.86,0.70,0.86,Matches
Gabriel Jesus,2018-2019,21,Manchester City,eng ENG,1. Premier League,1st,29,8,"1,036",11.5,7,3,10,6,1,1,1,0,0.61,0.26,0.87,0.52,0.78,Matches
Gabriel Jesus,2019-2020,22,Manchester City,eng ENG,1. Premier League,2nd,34,21,"2,030",22.6,14,7,21,14,0,1,3,0,0.62,0.31,0.93,0.62,0.93,Matches
Gabriel Jesus,2020-2021,23,Manchester City,eng ENG,1. Premier League,1st,29,22,"2,063",22.9,9,4,13,9,0,0,2,0,0.39,0.17,0.57,0.39,0.57,Matches
Gabriel Jesus,2021-2022,24,Manchester City,eng ENG,1. Premier League,1st,28,21,"1,877",20.9,8,8,16,7,1,1,1,0,0.38,0.38,0.77,0.34,0.72,Matches
Gabriel Jesus,2022-2023,25,Arsenal,eng ENG,1. Premier League,2nd,26,24,"2,064",22.9,11,6,17,10,1,1,6,0,0.48,0.26,0.74,0.44,0.70,Matches
Gabriel Jesus,2023-2024,26,Arsenal,eng ENG,1. Premier League,2nd,27,17,"1,478",16.4,4,5,9,4,0,0,6,0,0.24,0.30,0.55,0.24,0.55,Matches
Gabriel Jesus,2024-2025,27,Arsenal,eng ENG,1. Premier League,2nd,17,6,608,6.8,3,0,3,3,0,0,4,0,0.44,0.00,0.44,0.44,0.44,Matches
Gabriel Jesus,2025-2026,28,Arsenal,eng ENG,1. Premier League,1st,13,2,355,3.9,2,0,2,2,0,0,2,0,0.51,0.00,0.51,0.51,0.51,Matches
Gabriel Magalhães,2016,18,Avaí,br BRA,2. Série B,2nd,21,20,"1,862",20.7,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches
Gabriel Magalhães,2016-2017,18,Lille,fr FRA,1. Ligue 1,11th,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,2017-2018,19,Troyes,fr FRA,1. Ligue 1,19th,1,0,84,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,2017-2018,19,Dinamo Zagreb,hr CRO,1. 1. HNL,1st,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,2018-2019,20,Lille,fr FRA,1. Ligue 1,2nd,14,11,"1,066",11.8,1,0,1,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
Gabriel Magalhães,2019-2020,21,Lille,fr FRA,1. Ligue 1,4th,24,23,"2,087",23.2,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
Gabriel Magalhães,2020-2021,22,Arsenal,eng ENG,1. Premier League,8th,23,22,"1,996",22.2,2,0,2,2,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches
Gabriel Magalhães,2021-2022,23,Arsenal,eng ENG,Jr. PL2 — Div. 1,3rd,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Magalhães,2021-2022,23,Arsenal,eng ENG,1. Premier League,5th,35,35,"3,063",34.0,5,0,5,5,0,0,8,1,0.15,0.00,0.15,0.15,0.15,Matches
Gabriel Magalhães,2022-2023,24,Arsenal,eng ENG,1. Premier League,2nd,38,38,"3,409",37.9,3,0,3,3,0,0,5,0,0.08,0.00,0.08,0.08,0.08,Matches
Gabriel Magalhães,2023-2024,25,Arsenal,eng ENG,1. Premier League,2nd,36,34,"3,044",33.8,4,0,4,4,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
Gabriel Magalhães,2024-2025,26,Arsenal,eng ENG,1. Premier League,2nd,28,28,"2,363",26.3,3,1,4,3,0,0,4,0,0.11,0.04,0.15,0.11,0.15,Matches
Gabriel Magalhães,2025-2026,27,Arsenal,eng ENG,1. Premier League,1st,31,30,"2,706",30.1,3,4,7,3,0,0,4,0,0.10,0.13,0.23,0.10,0.23,Matches
Gabriel Martinelli,2019-2020,18,Arsenal,eng ENG,1. Premier League,8th,14,6,663,7.4,3,0,3,3,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
Gabriel Martinelli,2020-2021,19,Arsenal,eng ENG,1. Premier League,8th,14,7,589,6.5,2,1,3,2,0,0,0,0,0.31,0.15,0.46,0.31,0.46,Matches
Gabriel Martinelli,2021-2022,20,Arsenal,eng ENG,1. Premier League,5th,29,21,"1,860",20.7,6,6,12,5,1,1,3,1,0.29,0.29,0.58,0.24,0.53,Matches
Gabriel Martinelli,2022-2023,21,Arsenal,eng ENG,1. Premier League,2nd,36,34,"2,789",31.0,15,5,20,15,0,0,3,0,0.48,0.16,0.65,0.48,0.65,Matches
Gabriel Martinelli,2023-2024,22,Arsenal,eng ENG,1. Premier League,2nd,35,24,"2,019",22.4,6,4,10,6,0,0,1,0,0.27,0.18,0.45,0.27,0.45,Matches
Gabriel Martinelli,2024-2025,23,Arsenal,eng ENG,1. Premier League,2nd,33,25,"2,290",25.4,8,4,12,8,0,0,1,0,0.31,0.16,0.47,0.31,0.47,Matches
Gabriel Martinelli,2025-2026,24,Arsenal,eng ENG,1. Premier League,1st,29,10,991,11.0,1,3,4,1,0,0,3,0,0.09,0.27,0.36,0.09,0.36,Matches
Gabriel Sara,2017,17,São Paulo,br BRA,1. Série A,13th,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Sara,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Sara,2019,19,São Paulo,br BRA,1. Série A,6th,6,1,174,1.9,0,1,1,0,0,0,1,0,0.00,0.52,0.52,0.00,0.52,Matches
Gabriel Sara,2020,20,São Paulo,br BRA,1. Série A,4th,33,29,"2,280",25.3,5,4,9,5,0,0,5,0,0.20,0.16,0.36,0.20,0.36,Matches
Gabriel Sara,2021,21,São Paulo,br BRA,1. Série A,13th,29,24,"2,036",22.6,4,1,5,4,0,0,3,0,0.18,0.04,0.22,0.18,0.22,Matches
Gabriel Sara,2022,22,São Paulo,br BRA,1. Série A,9th,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gabriel Sara,2022-2023,23,Norwich City,eng ENG,2. Championship,13th,40,31,"2,810",31.2,7,4,11,7,0,0,3,0,0.22,0.13,0.35,0.22,0.35,Matches
Gabriel Sara,2023-2024,24,Norwich City,eng ENG,2. Championship,6th,46,46,"4,101",45.6,13,12,25,13,0,0,5,0,0.29,0.26,0.55,0.29,0.55,Matches
Gabriel Sara,2024-2025,25,Galatasaray,tr TUR,1. Süper Lig,1st,31,28,"2,352",26.1,2,8,10,2,0,0,4,0,0.08,0.31,0.38,0.08,0.38,Matches
Gabriel Sara,2025-2026,26,Galatasaray,tr TUR,1. Süper Lig,1st,27,21,"1,834",20.4,5,4,9,5,0,0,1,0,0.25,0.20,0.44,0.25,0.44,Matches
Gerson,2014,16,Fluminense,br BRA,1. Série A,6th,0,0,,,,,,,,,,,,,,,,Matches
Gerson,2015,17,Fluminense,br BRA,1. Série A,13th,29,25,"1,826",20.3,1,2,3,1,0,0,6,1,0.05,0.10,0.15,0.05,0.15,Matches
Gerson,2016,18,Fluminense,br BRA,1. Série A,13th,2,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gerson,2016-2017,19,Roma,it ITA,1. Serie A,2nd,4,2,131,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Gerson,2017-2018,20,Roma,it ITA,1. Serie A,3rd,24,8,909,10.1,2,1,3,2,0,0,1,0,0.20,0.10,0.30,0.20,0.30,Matches
Gerson,2018-2019,21,Fiorentina,it ITA,1. Serie A,16th,36,27,"2,426",27.0,3,3,6,3,0,0,9,0,0.11,0.11,0.22,0.11,0.22,Matches
Gerson,2019,21,Flamengo,br BRA,1. Série A,1st,27,23,"1,999",22.2,2,3,5,2,0,0,3,0,0.09,0.14,0.23,0.09,0.23,Matches
Gerson,2020,22,Flamengo,br BRA,1. Série A,1st,34,33,"2,786",31.0,1,3,4,1,0,0,7,0,0.03,0.10,0.13,0.03,0.13,Matches
Gerson,2021,23,Flamengo,br BRA,1. Série A,2nd,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Gerson,2021-2022,24,Marseille,fr FRA,1. Ligue 1,2nd,35,29,"2,544",28.3,9,4,13,9,0,0,3,0,0.32,0.14,0.46,0.32,0.46,Matches
Gerson,2022-2023,25,Marseille,fr FRA,1. Ligue 1,3rd,10,6,417,4.6,2,0,2,2,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches
Gerson,2023,25,Flamengo,br BRA,1. Série A,4th,32,31,"2,687",29.9,5,8,13,5,0,0,4,1,0.17,0.27,0.44,0.17,0.44,Matches
Gerson,2024,26,Flamengo,br BRA,1. Série A,3rd,32,27,"2,457",27.3,3,6,9,3,0,0,3,0,0.11,0.22,0.33,0.11,0.33,Matches
Gerson,2025,27,Flamengo,br BRA,1. Série A,1st,9,9,711,7.9,0,2,2,0,0,0,0,1,0.00,0.25,0.25,0.00,0.25,Matches
Gerson,2025-2026,28,Zenit,ru RUS,1. Russian Premier League,1st,12,8,685,7.6,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
Gerson,2026,28,Cruzeiro,br BRA,1. Série A,13th,15,15,"1,167",13.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
Hugo Souza,2020,21,Flamengo,br BRA,1. Série A,1st,23,22,"2,009",22.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2021,22,Flamengo,br BRA,1. Série A,2nd,8,7,693,7.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2022,23,Flamengo,br BRA,1. Série A,5th,15,14,"1,286",14.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2023,24,Flamengo,br BRA,1. Série A,4th,0,0,,,,,,,,,,,,,,,,Matches
Hugo Souza,2023-2024,24,Chaves,pt POR,1. Primeira Liga,18th,26,26,"2,340",26.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2024,25,Corinthians,br BRA,1. Série A,7th,22,22,"1,980",22.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2025,26,Corinthians,br BRA,1. Série A,13th,26,26,"2,340",26.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Hugo Souza,2026,27,Corinthians,br BRA,1. Série A,17th,14,14,"1,260",14.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Ibañez,2017,18,Fluminense,br BRA,1. Série A,14th,0,0,,,,,,,,,,,,,,,,Matches
Ibañez,2018,19,Fluminense,br BRA,1. Série A,12th,14,12,964,10.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Ibañez,2018-2019,19,Atalanta,it ITA,1. Serie A,3rd,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ibañez,2019-2020,20,Atalanta,it ITA,1. Serie A,3rd,0,0,,,,,,,,,,,,,,,,Matches
Ibañez,2019-2020,20,Roma,it ITA,1. Serie A,5th,9,7,614,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Ibañez,2020-2021,21,Roma,it ITA,1. Serie A,7th,30,28,"2,398",26.6,0,2,2,0,0,0,7,1,0.00,0.08,0.08,0.00,0.08,Matches
Ibañez,2021-2022,22,Roma,it ITA,1. Serie A,6th,34,32,"2,889",32.1,3,0,3,3,0,0,9,0,0.09,0.00,0.09,0.09,0.09,Matches
Ibañez,2022-2023,23,Roma,it ITA,1. Serie A,6th,33,32,"2,796",31.1,3,0,3,3,0,0,11,1,0.10,0.00,0.10,0.10,0.10,Matches
Ibañez,2023-2024,24,Al-Ahli,sa KSA,1. Pro League,3rd,30,30,"2,615",29.1,3,0,3,3,0,0,15,2,0.10,0.00,0.10,0.10,0.10,Matches
Ibañez,2024-2025,25,Al-Ahli,sa KSA,1. Pro League,5th,31,31,"2,786",31.0,5,1,6,5,0,0,8,0,0.16,0.03,0.19,0.16,0.19,Matches
Ibañez,2025-2026,26,Al-Ahli,sa KSA,1. Pro League,3rd,28,28,"2,423",26.9,2,2,4,2,0,0,5,2,0.07,0.07,0.15,0.07,0.15,Matches
Igor Jesus,2019,17,Coritiba,br BRA,2. Série B,3rd,24,6,788,8.8,3,1,4,3,0,0,4,0,0.34,0.11,0.46,0.34,0.46,Matches
Igor Jesus,2020,18,Coritiba,br BRA,1. Série A,19th,10,5,507,5.6,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
Igor Jesus,,,,,,,,,,,,,,,,,,,,,,,,
Igor Jesus,2024,22,Botafogo (RJ),br BRA,1. Série A,1st,22,16,"1,454",16.2,5,3,8,5,0,0,2,0,0.31,0.19,0.50,0.31,0.50,Matches
Igor Jesus,2025,23,Botafogo (RJ),br BRA,1. Série A,6th,10,10,875,9.7,3,1,4,3,0,0,0,0,0.31,0.10,0.41,0.31,0.41,Matches
Igor Jesus,2025-2026,24,Nottingham Forest,eng ENG,1. Premier League,16th,36,27,"2,208",24.5,6,4,10,5,1,1,2,0,0.24,0.16,0.41,0.20,0.37,Matches
Igor Thiago,2020,18,Cruzeiro,br BRA,2. Série B,11th,18,2,495,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Igor Thiago,2021,19,Cruzeiro,br BRA,2. Série B,14th,25,15,"1,357",15.1,4,1,5,4,0,0,3,0,0.27,0.07,0.33,0.27,0.33,Matches
Igor Thiago,2021-2022,20,Ludogorets Razgrad,bg BUL,1. First League,1st,2,0,32,0.4,1,0,1,1,0,0,0,0,2.81,0.00,2.81,2.81,2.81,Matches
Igor Thiago,2022-2023,21,Ludogorets Razgrad,bg BUL,1. First League,1st,32,22,"2,047",22.7,15,0,15,15,0,0,7,0,0.66,0.00,0.66,0.66,0.66,Matches
Igor Thiago,2023-2024,22,Club Brugge,be BEL,1. Pro League A,1st,34,29,"2,525",28.1,18,3,21,12,6,7,7,1,0.64,0.11,0.75,0.43,0.53,Matches
Igor Thiago,2024-2025,23,Brentford,eng ENG,1. Premier League,10th,8,1,175,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Igor Thiago,2025-2026,24,Brentford,eng ENG,1. Premier League,9th,37,36,"3,192",35.5,22,1,23,14,8,9,7,0,0.62,0.03,0.65,0.39,0.42,Matches
João Gomes,2020,18,Flamengo,br BRA,1. Série A,1st,11,4,502,5.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
João Gomes,2021,19,Flamengo,br BRA,1. Série A,2nd,19,11,"1,003",11.1,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
João Gomes,2022,20,Flamengo,br BRA,1. Série A,5th,29,22,"1,880",20.9,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches
João Gomes,2022-2023,21,Wolves,eng ENG,1. Premier League,13th,11,7,653,7.3,1,0,1,1,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
João Gomes,2023-2024,22,Wolves,eng ENG,1. Premier League,14th,34,32,"2,649",29.4,2,1,3,2,0,0,11,0,0.07,0.03,0.10,0.07,0.10,Matches
João Gomes,2024-2025,23,Wolves,eng ENG,1. Premier League,16th,36,35,"2,974",33.0,3,1,4,3,0,0,11,1,0.09,0.03,0.12,0.09,0.12,Matches
João Gomes,2025-2026,24,Wolves,eng ENG,1. Premier League,20th,35,32,"2,829",31.4,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,Matches
João Pedro,2019,17,Fluminense,br BRA,1. Série A,14th,25,18,"1,694",18.8,4,1,5,4,0,0,1,0,0.21,0.05,0.27,0.21,0.27,Matches
João Pedro,2019-2020,17,Watford,eng ENG,1. Premier League,19th,3,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
João Pedro,2020-2021,18,Watford,eng ENG,2. Championship,2nd,38,31,"2,747",30.5,9,2,11,7,2,2,6,1,0.29,0.07,0.36,0.23,0.29,Matches
